title,company,location,posted,salary,description,keyword
Software Engineer React,WSP,N/A,N/A,N/A,"Job Description
Job Title: Software Engineer(React.js)

Responsibilities

This is an independent contributor role where the candidate should be capable of gathering and understanding requirements, suggesting improvements, and independently delivering quality solutions. Key responsibilities include:

Developing new user interface components using React.js.
Building reusable components and front-end libraries for future use.
Translating designs and wireframes into high-quality, maintainable code.
Writing unit test cases to ensure component reliability, functionality, and performance.
Ensuring the technical feasibility of UI/UX designs.
Maintaining high standards of code quality and ensuring cross-browser compatibility.
Collaborating with back-end developers, product managers, and designers to bridge the gap between graphical design and technical implementation.
Staying up to date with emerging trends and technologies in front-end development.

Mandatory Skills

Key Competencies / Skills:

Strong proficiency in JavaScript and TypeScript, including DOM manipulation and the JavaScript object model.
Thorough understanding of React.js and its core principles.
Experience with popular React.js workflows (such as Redux or Flux).
Strong knowledge of Node.js for server-side development.
Familiarity with newer specifications of ECMAScript (ES6+).
Hands-on experience with writing unit tests using frameworks like Jest, React Testing Library, or similar.
Familiarity with RESTful APIs and GraphQL APIs.
Knowledge of modern authorization mechanisms, such as JSON Web Token (JWT).
Strong understanding of UI, cross-browser compatibility, general web functions, and standards.
Deep expertise and hands-on experience with web applications and programming languages such as HTML5, CSS3, JavaScript, and APIs.
Experience with common front-end build tools and package managers (Babel, Webpack, NPM, Yarn, etc.).
Good understanding of Agile development methodologies and tools (e.g., Jira, Azure DevOps).
Familiarity with version control tools such as Git.

Good To Have

Knowledge of GIS-related JavaScript libraries (e.g., Leaflet, OpenLayers).
Exposure to AWS cloud services and deployment practices.
Knowledge of WebGL and Three.js for 3D graphics development.
Good analytical skills with a problem-solving mindset.
Excellent written and oral communication skills.
A proactive team player with a strong desire to learn and grow.",software engineer
Senior PHP Software Engineer Laravel Specialist,TradeTracker.com,N/A,N/A,N/A,"Job Description
This is your role

As a Senior PHP Software Engineer at TradeTracker.com, you will play a pivotal role in the development and enhancement of our performance marketing platform. We are passionate about technology and in our development we follow a cloud-native approach, leveraging AWS services, whilst using tools from the Atlassian product suite, and GitLab for our development and deployment processes. In this role, you will have the opportunity to make a significant impact by designing and implementing solutions that drive the success of our platform.

Salary: INR 80,000 - 100,000 / month

Location: India remote

Your profile

Required Skillset

PHP Expertise: You should be well-versed in PHP, with a deep understanding of modern PHP practices.
Basic front-end skills: You need to be able and willing to make small adjustments to the front-end (html, javascript and css) using Laravel LiveWire and / or blade templates.
Laravel Framework: Mastery of the Laravel framework is a must. You will be responsible for developing and maintaining critical components of our platform using Laravel.
Apply Architectural Best Practices: We value architectural excellence. You should be skilled in applying best practices to ensure the scalability, reliability, and maintainability of our software.
Domain-Driven Design: Familiarity with Domain-Driven Design (DDD) principles is highly beneficial, as our platform deals with complex domain models
Agile team mindset: Experience working in multidisciplinary scrum teams, actually using the scrum methodology.
Relational Databases: Proficiency in working with relational databases is crucial for data management and performance optimization.
Docker: We use Docker extensively for containerization. Experience with Docker and container orchestration is required.

Why You Rock It

Experience with Livewire: If you have experience with Laravel Livewire, you'll be able to contribute to our real-time UI components effectively.
Aiming for Full Test-Coverage: We take software quality seriously. A commitment to achieving full test coverage is highly appreciated.
Elasticsearch: Experience with Elasticsearch is a plus, as it plays a vital role in our data retrieval and search functionalities and features.
Basic DevOps Experience: While not a primary requirement, basic DevOps experience will be valuable as it allows you to participate in the end-to-end development and deployment process.

Join our dynamic team at TradeTracker.com and be part of a fast-paced, innovative environment where your skills will be put to the test. If you're passionate about Laravel and excited about contributing to a cloud-native platform, we want to hear from you.

Why us

At TradeTracker.com, we're a leading global affiliate marketing platform that empowers advertisers and publishers to succeed in the digital marketing landscape. Our cutting-edge technology and commitment to excellence make us the preferred choice for businesses worldwide. Being at the forefront of technology and monetization models, we encourage creativity and a winner's mindset.

About Us

https://youtu.be/TjAcfNy3xXk",software engineer
Software Engineer III C Net Angular,NCR Voyix,N/A,N/A,N/A,"Job Description
About NCR VOYIX

NCR VOYIX Corporation (NYSE: VYX) is a leading global provider of digital commerce solutions for the retail, restaurant and banking industries. NCR VOYIX is headquartered in Atlanta, Georgia, with approximately 16,000 employees in 35 countries across the globe. For nearly 140 years, we have been the global leader in consumer transaction technologies, turning everyday consumer interactions into meaningful moments. Today, NCR VOYIX transforms the stores, restaurants and digital banking experiences with cloud-based, platform-led SaaS and services capabilities.

Not only are we the leader in the market segments we serve and the technology we deliver, but we create exceptional consumer experiences in partnership with the world's leading retailers, restaurants and financial institutions. We leverage our expertise, R&D capabilities and unique platform to help navigate, simplify and run our customers technology systems.

Our customers are at the center of everything we do. Our mission is to enable stores, restaurants and financial institutions to exceed their goals from customer satisfaction to revenue growth, to operational excellence, to reduced costs and profit growth. Our solutions empower our customers to succeed in today's competitive landscape.

Our unique perspective brings innovative, industry-leading tech to all the moving parts of business across industries. NCR VOYIX has earned the trust of businesses large and small from the best-known brands around the world to your local favorite around the corner.

About Company:

NCR VOYIX Corporation (NYSE: VYX) is a leading global provider of digital commerce solutions for the retail, restaurant and banking industries. NCR VOYIX is headquartered in Atlanta, Georgia, with approximately 16,000 employees in 35 countries across the globe. For nearly 140 years, we have been the global leader in consumer transaction technologies, turning everyday consumer interactions into meaningful moments. Today, NCR VOYIX transforms the stores, restaurants and digital banking experiences with cloud-based, platform-led SaaS and services capabilities.

Not only are we the leader in the market segments we serve and the technology we deliver, but we create exceptional consumer experiences in partnership with the worlds leading retailers, restaurants and financial institutions. We leverage our expertise, R&D capabilities and unique platform to help navigate, simplify and run our customers technology systems.

As a software engineer expected other common capabilities like (Team player, required years of experience, communication, agile development etc. ) are taken care during screening and interview

Skills:-

C# .Net, Anguals JS, VB script, Vue.Js/Java Script
Experience in any database like SQL/Mongo DB
Experience in Rest API/Web API
Strong debugging and design skills
Experience on cloud technologies

Knowledge in Retails domain

Have experience in Micro services

Offers of employment are conditional upon passage of screening criteria applicable to the job

EEO Statement

Integrated into our shared values is NCR Voyix's commitment to diversity and equal employment opportunity. All qualified applicants will receive consideration for employment without regard to sex, age, race, color, creed, religion, national origin, disability, sexual orientation, gender identity, veteran status, military service, genetic information, or any other characteristic or conduct protected by law. NCR Voyix is committed to being a globally inclusive company where all people are treated fairly, recognized for their individuality, promoted based on performance and encouraged to strive to reach their full potential. We believe in understanding and respecting differences among all people. Every individual at NCR Voyix has an ongoing responsibility to respect and support a globally diverse environment.

Statement to Third Party Agencies

To ALL recruitment agencies: NCR Voyix only accepts resumes from agencies on the preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR Voyix employees, or any NCR Voyix facility. NCR Voyix is not responsible for any fees or charges associated with unsolicited resumes

When applying for a job, please make sure to only open emails that you will receive during your application process that come from a @ncrvoyix.com email domain.",software engineer
Software Engineer India,Cartesia,N/A,N/A,N/A,"Job Description
About Cartesia

Our mission is to build the next generation of AI: ubiquitous, interactive intelligence that runs wherever you are. Today, not even the best models can continuously process and reason over a year-long stream of audio, video and text1B text tokens, 10B audio tokens and 1T video tokenslet alone do this on-device.

We're pioneering the model architectures that will make this possible. Our founding team met as PhDs at the Stanford AI Lab, where we invented State Space Models or SSMs, a new primitive for training large-scale foundation models. Our team combines deep expertise in model innovation and systems engineering paired with a design-minded product engineering team to build and ship cutting edge models and experiences.

We're funded by leading investors at Index Ventures and Lightspeed Venture Partners, along with Factory, Conviction, A Star, General Catalyst, SV Angel, Databricks and others. We're fortunate to have the support of many amazing advisors, and 90+ angels across many industries, including the world's foremost experts in AI.

Role Responsibilities

We're opening our first ever office in India, and looking to hire for a Software Engineer to advance our mission of building real-time multimodal intelligence. In this role, you'll:

Design and build low latency, scalable, and reliable model inference and serving stack for our cutting edge SSM foundation models
Work closely with our research team and product engineers to translate cutting edge research into incredible products
Build highly parallel, high quality data processing and evaluation infrastructure for foundation model training

You'll have significant autonomy to shape our products and directly impact how cutting-edge AI is applied across various devices and applications.

What We're Looking For

Given the scale and difficulty of problems we work on, we value strong engineering skills at Cartesia.

Strong engineering skills, comfortable navigating complex codebases and monorepos.
An eye for craft and writing clean and maintainable code.
You're comfortable diving into new technologies and can quickly adapt your skills to our tech stack (Go and Python on the backend, Next.js for the frontend).
Experience building large-scale distributed systems with high demands on performance, reliability, and observability.
Technical leadership with the ability to execute and deliver zero-to-one results amidst ambiguity.
[bonus] Background in or experience working with machine learning and generative models.

Even if you don't meet every requirement above, we'd encourage you to apply.

Our culture

We're an in-person team based out of San Francisco and Bangalore. We love being in the office, hanging out together and learning from each other everyday.

We ship fast. All of our work is novel and cutting edge, and execution speed is paramount. We have a high bar, and we don't sacrifice quality and design along the way.

We support each other. We have an open and inclusive culture that's focused on giving everyone the resources they need to succeed.

Our perks

Lunch, dinner and snacks at the office.

Stipend to cover medical insurance

Your own personal Yoshi.",software engineer
Senior Software Engineer Full Stack Java,Eptura,N/A,N/A,N/A,"Job Description
Department: Engineering
Location: India
Description

Shape the Future of Work with Eptura

At Eptura, we're not just another tech companywe're a global leader transforming the way people, workplaces, and assets connect. Our innovative worktech solutions empower 25 million users across 115 countries to thrive in a digitally connected world. Trusted by 45% of Fortune 500 companies, we're redefining workplace innovation and driving success for organizations around the globe.

Job Description

Eptura is hiring a talented and motivated Senior Software Engineer - Full-Stack Java Developer to join our dynamic team. Our mission is to deliver innovative software solutions that drive business success and create impactful digital experiences. If you are passionate about cutting-edge development, problem-solving, and collaborating in a fast-paced environment, we'd love to have you on board.

Responsibilities

Develop and Maintain Applications: Design, build, test, and support web applications utilizing Java and related frameworks.
Backend Mastery: Build and optimize robust backend services, with a preference for experience in Spring MVC and Spring Boot frameworks.
Database Excellence: Implement and refine SQL-based queries while working with relational databases such as MSSQL and Oracle (preferred).
Front-End Development: Create interactive and responsive interfaces using JavaScript, with a preference for knowledge in jQuery.
Collaborative Delivery: Partner with cross-functional teams, including business analysts and designers, to gather requirements and deliver high-quality application features.
Quality Assurance: Uphold best practices for performance, security, scalability, and overall code quality.
Troubleshoot Issues: Diagnose and resolve full-stack challenges to ensure seamless application functionality.
Stay Ahead of Trends: Continuously learn and integrate emerging technologies and development methodologies.

About You

Proven experience as a Java Developer, with a solid understanding of full-stack development.
Proficiency in writing SQL queries and working with relational databases.
Familiarity with front-end development using JavaScript or equivalent technologies.
Excellent problem-solving skills, attention to detail, and a proactive attitude.
Strong interpersonal, communication, and teamwork abilities.
Experience with Spring MVC or Spring Boot.
Knowledge of jQuery for enhanced front-end development.
Working with MSSQL and Oracle databases.
Familiarity with Agile workflows, version control tools like Git, and CI/CD pipelines.

Benefits

Health insurance fully paidSpouse, children, and Parents
Accident insurance fully paid
Flexible working allowance
25 days holidays
7 paid sick days
10 public holidays
Employee Assistance Program

Eptura Information
Follow us on Twitter | LinkedIn | Facebook | YouTube
Eptura is an Equal Opportunity Employer. At Eptura we promote our flexible workspace environment, free from discrimination. We believe that diversity of experience, perspective, and background leads to a better environment for all our people and a better product for our customers. Everyone is welcome at Eptura, no matter where you are from, and the more diverse we are, the more unified we will be in ensuring respectful connections all around the world.",full stack
NET Full Stack Developer,Ansi ByteCode LLP,N/A,N/A,N/A,"Job Description
Why Us

5 Days working & Flexible timing: We offer a 5-day work week with flexible timing options, allowing employees to balance work and personal commitments.
Opportunity for growth: We value employee growth and development and provide opportunities for career advancement and learning through regular training sessions, mentorship, and a supportive work environment.
Collaborative work environment: We foster a collaborative work environment, encouraging teamwork, communication, and knowledge-sharing, which enables our team members to achieve their full potential.
Competitive compensation and benefits: We offer competitive compensation and benefits packages, including health insurance, paid time off, and a comprehensive employee recognition program, ensuring our employees feel valued and rewarded for their contributions.
Work-life balance: We recognize the importance of maintaining a healthy work-life balance and prioritize it by offering flexible working hours and remote work options, ensuring our team members can have fulfilling personal lives while achieving their professional goals.
No Hidden Policy: We maintain transparency in our policies, ensuring that our employees are aware of all the company policies and rules, and there are no hidden policies.
Training Sessions: We provide regular training sessions to our employees to help them stay up-to-date with the latest industry trends and technologies, and develop new skills.
On Time Salary: We ensure that our employees receive their salaries on time, eliminating any financial stress and uncertainty.
Sponsorship for Certification: We support our employees professional growth by sponsoring relevant certifications and training programs, enabling them to stay up-to-date with the latest industry trends and technologies, and enhancing their skill sets.
Annual picnic & celebrations: We organize an annual picnic and celebrations for our employees, providing an opportunity for team-building and creating a fun and enjoyable work environment.
Agile execution: We use agile methodologies for project execution, enabling us to deliver high-quality solutions on time and budget, and ensuring our clients are satisfied with our services.

What will you do

Lead the design, development, and maintenance of complex web applications using .NET Core and related technologies
Collaborate with cross-functional teams to develop high-quality, scalable and reliable applications
Mentor junior developers and provide technical guidance
Develop and maintain RESTful APIs using ASP.NET Core
Utilize Angular, React, or Vue.js to build dynamic user interfaces
Implement security measures, such as authentication and authorization, to protect sensitive data
Participate in code reviews and provide constructive feedback to fellow developers
Write clean, maintainable, and efficient code
Stay up-to-date with the latest technologies and industry trends
Identify and mitigate technical risks and roadblocks
Collaborate with project managers and stakeholders to ensure timely delivery of projects

What are we looking for

Bachelor's degree in Computer Science or related field
At least 1 years of experience in full-stack web development using .NET Core
Strong knowledge of ASP.NET Core, C#, and .NET framework
Proficient in jQuery & Bootstrap
Well Verse in OOps and SOILD Principles
Proficient in Angular, React, or Vue.js
Experience with RESTful API development and integration
Knowledge of SQL and NoSQL databases (e.g., SQL Server, MongoDB)
Experience with Git and other version control systems
Familiarity with Agile methodologies and Scrum
Excellent problem-solving and critical thinking skills
Strong communication and collaboration skills
Ability to lead and mentor junior developers
Ability to work independently and as part of a team",full stack
Full Stack Senior Software Developer,Netlabs Global IT Services Pvt Ltd,N/A,N/A,N/A,"Job Description
Key Responsibilities

Design, develop and maintain scalable web applications
Build and optimize RESTful APIs with Python, Flask/FastAPI
Handle background tasking with Celery and Redis
Build clean and intuitive front-ends using React
Integrate with third-party APIs like Xero, Slack, WhatsApp, and more
Ensure CI/CD deployment with Heroku, Render, Vercel, AWS
Implement robust authentication (e.g., Auth0, JWT)
Contribute to AI agent workflows, chatbot features, and analytics tools
Write clean, maintainable, and well-documented code

Must-Have Skills

Strong experience with Python & Flask or FastAPI
Strong English communication skills, with proven ability to explain technical concepts clearly and professionally to diverse stakeholders including business owners, managers, and non-technical team members
Excellent front-end skills with React, JavaScript, HTML/CSS
Solid grasp of SQL, database schema design, and migrations
Familiar with Redis, Celery, and background task management
Experience deploying on Heroku, Vercel, or Render
Familiar with Git, GitHub Actions, and CI/CD pipelines
Able to write secure, scalable, and well-tested code
Experience with LangGraph, LangChain, or similar AI frameworks
Experience building LLM-powered chatbots and RAG based analytics tools
Proficient with modern AI coding assistants (GitHub Copilot, Cursor,
WindSurf) and understanding of their limitations, appropriate use cases, and best practices for code review

Bonus Points For

Knowledge of accounting software Xero, QuickBooks, etc.
Knowledge of basic accounting principles
Familiarity with multi-tenant SaaS systems
Interest in leading and mentoring junior developers as the team grows
AI/LLM LangChain, LangGraph, OpenAI API
3rd Party APIs Xero, WhatsApp API, Slack, Dominos Extranet API

Skills: automation,tech stack summary,heroku,quickbooks,costa coffee,llm-powered chatbots,sql,react,ai,aws s3,javascript,devops,auth0,vercel,github copilot,vision,docker,ai chat,pdfs/csvs,git,subway,ai/llm,ai agent workflows,customisable dashboards,render,github actions,fireaway pizza,jwt,redis,all-in-one platform,whatsapp,whatsapp api,python,celery,ci/cd,fastapi,ai-driven platform,write clean, maintainable, and well-documented code,dominos,html/css,remote-first,write secure, scalable, and well-tested code,german doner kebab,machine learning,technical roadmap,3rd party apis,langgraph,rag,dominos extranet api,multi-tenant saas systems,langchain,next.js,css,aws,infra,html,sage,sqlalchemy,chatbot features,cursor,postgresql,sms messaging,flask,windsurf,design, develop and maintain,ci/cd deployment,ci/cd pipelines,xero,async collaboration,restful apis,openai api,ai frameworks,analytics tools,database schema design,slack,ec2,massive growth potential",full stack
Full Stack Django Developers,NeenOpal Inc.,N/A,N/A,N/A,"Job Description
NeenOpal is looking for exceptional talent to join our rapidly growing global team. People are our biggest perk! Our transparent and collaborative culture offers a chance to work with some of the brightest minds in the industry. If you are someone who thrives on ambiguity, is a problem solver, and yet deliver value to clients, please apply for the position
We are looking for Full Stack Django Developers to join our growing team.
Position Description & Expectations:
ETL Pipeline Development: Build end-to-end ETL (Extract, Transform, Load) pipelines using Python and relevant ETL frameworks (e.g., Apache Airflow, Luigi, or Apache Nifi) to automate data extraction, transformation, and loading tasks.
Integration with Third-Party Systems: Collaborate with cross-functional teams to integrate extracted data into various third-party systems and data warehouses, ensuring seamless data synchronization and consistency.
REST API Development: Design, develop, and maintain high-quality REST APIs using Python and relevant frameworks (e.g., Django, Flask, or FastAPI) to facilitate seamless communication between various systems and enable efficient data extraction.
Database Management and SQL Queries: Utilize SQL queries to interact with databases, retrieve and manipulate data efficiently. Design and optimize database schemas, tables, and indexes to ensure data integrity, performance, and scalability. Collaborate with database administrators to ensure the smooth operation and maintenance of databases, including backups, migrations, and performance tuning.
Performance Optimization: Identify and implement performance optimization techniques to enhance data extraction and ETL pipeline efficiency. Monitor and fine-tune the pipeline for optimal performance and scalability.
Troubleshooting and Issue Resolution: Investigate and resolve any issues or bugs related to REST API functionality, data extraction, or ETL pipeline performance. Perform thorough testing and debugging to ensure the reliability of the system.
Collaborative Teamwork: Work closely with other developers, data engineers, data analysts, and stakeholders to understand requirements, provide technical expertise, and contribute to overall system design and architecture.
Requirements:
Proven experience as a Django Full Stack Developer.
Strong proficiency in Python and Django framework.
Experience with task queues, AWS SDK, and environment variable management.
Familiarity with error tracking and RESTful API development.
Knowledge of authentication mechanisms (e.g., JWT) and CORS management.
Proficiency in database management (e.g., PostgreSQL) and ORM tools.
Experience with payment processing and monitoring tools.
Solid understanding of front-end technologies (HTML5, CSS3, JavaScript) and modern JavaScript frameworks (e.g., React).
Familiarity with version control (Git) and cloud platforms (AWS, Azure).
Knowledge of deployment processes and WSGI servers (e.g., gunicorn).
Understanding of containerization (e.g., Docker) and orchestration (e.g., Kubernetes).
Experience with CI/CD pipelines and infrastructure as code (e.g., Terraform).
Strong communication skills and teamwork ability.
Excellent problem-solving skills and attention to detail.
Bachelor's degree in Computer Science or related field, or equivalent experience.",full stack
Full Stack Developer,PaisaOnClick,N/A,N/A,N/A,"Job Description
Job Title: Full Stack Developer
Location: Remote Candidates from Kerala preferred
Experience: 1.5+ Years
Job Type: Full-time
Job Description:
As a Full Stack Developer, you will play a crucial role in developing and maintaining high-performance, responsive, and secure web applications. You will collaborate closely with product and design teams to create user-centric interfaces and scalable back-end solutions.
Key Responsibilities:
Develop, test, and maintain scalable web applications using modern frameworks and technologies.
Work alongside UI/UX designers, product managers, and other developers to enhance the user experience.
Design and implement RESTful APIs and integrate third-party services.
Optimize applications for performance, speed, and scalability.
Write clean, maintainable, and efficient code, adhering to best practices.
Troubleshoot, debug, and upgrade existing applications.
Ensure robust application security and data protection.
Participate in code reviews and provide constructive feedback to peers.
Stay updated with the latest industry trends and emerging technologies.
Required Skills & Qualifications:
1.5+ years of professional experience as a Full Stack Developer.
Proficiency in front-end technologies such as HTML, CSS, JavaScript, React, and Next.js.
Strong experience with back-end technologies like Node.js.
Familiarity with database management systems such as MySQL, PostgreSQL, or MongoDB.
Knowledge of version control systems like Git.
Experience with cloud services like AWS, Azure, or Google Cloud.
Understanding of DevOps principles and CI/CD pipelines is a plus.
Strong problem-solving skills and the ability to work independently in a remote environment.
Excellent communication and teamwork abilities.
Mandatory Skills: React, Node.js, PostgreSQL, Next.js
Benefits:
Competitive salary based on experience.
Flexible work hours and remote work setup.
Opportunities for career growth and skill development.
Collaborative and inclusive work culture.
If you are an enthusiastic Full Stack Developer ready for an exciting remote opportunity, we encourage you to apply!",full stack
Senior full stack engineer,PURVIEW,N/A,N/A,N/A,"Job Description
Job Description

Job Description

Excellent communication skills

Agile using scrum and jira

Data asset design (data modelling)

SQL

Google BigQuery

Integrations (file, NAS drive, APIs)

About

As part of the agile pod, the resource will lead on the design of data models, development of transformations in Google BigQuery and implementation on HSBCs Google Cloud PlatformAbout Company :

Purview is a leading Digital Cloud & Data Engineering company headquartered in Edinburgh, United Kingdom having a presence in 14 countries India (Hyderabad, Bangalore, Chennai and Pune), Poland, Germany, Finland, Netherlands, Ireland, USA, UAE, Oman, Singapore, Hong Kong, Malaysia and Australia.

We have a strong presence in UK, Europe and APEC, providing services to Captive Clients (HSBC, NatWest, Northern Trust, IDFC First Bank, Nordia Bank etc) in fully managed solutions and co-managed capacity models. Also, we support various top IT tier 1 organisations (Capgemini, Deloitte, Wipro, Virtusa, L&T, CoForge, TechM and more) to deliver solutions and workforce/resources.

In

Company Info:

3rd Floor, Sonthalia Mind Space

Near Westin Hotel, Gafoor Nagar

Hitechcity, Hyderabad

Phone: +91 40 48549120 / +91 8790177967

Uk

Gyleview House, 3 Redheughs Rigg,

South Gyle, Edinburgh, EH12 9DQ.

Phone: +44 7590230910

Email: [Confidential Information]

Login to Apply !",full stack
Full Stack Engineer,Turium Ai,N/A,N/A,N/A,"Job Description
Turium offers the world's first secure, private, and the most powerful version of Enterprise AI. A fully managed hybrid solution that spans across the entire enterprise data and AI lifecycle.
We envision a future where Artificial General Intelligence revolutionizes every facet of our lives. To turn this vision into reality, we are on the lookout for passionate individuals from across the globe. If you are driven by innovation and aspire to make a lasting impact, join us in sculpting the future of Enterprise AI.
What You'll Do:
Build elegant, scalable frontends withTypescript, React + Tailwind
Develop secure and efficient backends usingNode.js and Python
Design and consume robust APIs (bothGraphQL & REST)
Integrate third-party platforms and services
Implement complex authentication flows (SSO,JWT,OAuth,RBAC)
Collaborate cross-functionally with AI/ML, design, and product teams
Contribute to architectural decisions and system design for scale and performance
What We're Looking For:
Strong experienceacross the stack: Typescript, React, Tailwind, Node.js, Python
Solid understanding ofAPI architectureand integrations
Deep experience withintegrationsand tools
Familiarity withMCP(Model context Protocol)
Experience designing and securingauthentication flows
Comfortable working inrapid development cyclesand evolving architectures
Bonus: Experience with AI/ML products or enterprise SaaS is a plus
MUST: Ability to work hours in Australian Eastern Daylight Time (AEDT)/Australian Eastern Standard Time (AEST)
Why Join Turium AI
Shape the future of AI-driven solutions.Work at the forefront ofAI and enterprise technology, bridging the gap between cutting-edge innovation and real-world business applications.
Collaborate with top industry professionals.Join a team ofAI experts, business analysts, and engineersdedicated to solving complex business challenges.
Make an impact.Your expertise willdrive the successful implementation of AI solutions, optimizing business processes and enhancing client outcomes.
Grow with us.Benefit fromongoing professional development, mentorship, and opportunities to advance your careerin a rapidly evolving industry.
At Turium AI, we don't just implement technologywe transform the way businesses operate. If you're ready to be part of an innovative team that's redefining enterprise solutions, apply now and let's build the future together.",full stack
Full Stack Developer,Misogi,N/A,N/A,N/A,"Job Description
About MisogiAI

At MisogiAI, we are building intelligent systems that enhance human potential. Our mission is to help individuals grow through reflection, clarity, and performance alignmentpowered by cutting-edge AI and rooted in behavioral science. Our team is lean, focused, and driven by purpose.

Role Overview

As a Full Stack Developer, you will play a key role in developing seamless, end-to-end web experiencesfrom intuitive user interfaces to scalable backend systems. You'll work closely with AI engineers, designers, and product leads to shape the way users interact with our tools. This is a high-impact role with mentorship, ownership, and room to grow.

What You'll Do

Build and maintain user interfaces using frameworks like React or Next.js.
Design and implement RESTful APIs and backend services (Node.js, Python, or similar).
Work on data integration, AI tool embedding, and performance optimization.
Contribute to code reviews, sprint planning, and product brainstorming.
Ensure secure, scalable, and high-quality code across the stack.

What You'll Need

02 years of experience in full stack or web development.
Strong grasp of JavaScript/TypeScript and/or Python.
Experience with frontend libraries like React, and backend frameworks like Express, Django, or FastAPI.
Familiarity with REST APIs, Git, and CI/CD tools.
Passion for clean code, rapid learning, and product-first thinking.

Nice to Have

Exposure to cloud platforms (AWS, GCP, or similar).
Understanding of database design (SQL/NoSQL).
Experience working with AI/ML tools or APIs.
Prior internships, freelance projects, or open-source contributions.

Why MisogiAI

Work with purpose-driven technologists shaping the future of personal growth.
Flat structure, fast decision-making, and strong mentorship.
Opportunity to grow into a full-stack owner of product features.
Flexible remote work and a performance-focused culture.

Skills: javascript,java,node.js,express,git,python,fastapi,sql,nosql,next.js,restful apis,java script,react,typescript,django,ci/cd",full stack
Full Stack Developer,Techify Solutions Pvt Ltd,N/A,N/A,N/A,"Job Description
Designation: Full Stack Developer

Experience: 1-2 Years

Location: Ahmedabad

Summary

We are looking for a skilled Full Stack (MERN) Developer with 1-2 years of experience to join our team. The ideal candidate will have a strong foundation in Full stack development, with a focus on building scalable and efficient web applications. In this role, you will collaborate with cross-functional teams to design, develop, and implement innovative solutions that meet our business objectives.

Key Responsibilities

Design and develop user interfaces using React.js, Next.js, HTML, and CSS
Build and maintain server-side logic using Node.js and Express.js or Nest.js
Develop and integrate APIs for seamless communication between front-end and back-end systems.
Work with PostgreSQL / MySQL to store, retrieve, and manipulate data.
Collaborate with designers, product managers, and other stakeholders to translate requirements into technical specifications.
Write clean, efficient, and maintainable code following best practices and coding standards.
Conduct code reviews and provide constructive feedback to other team members.
Troubleshoot and debug issues across the stack.
Stay updated on emerging technologies and industry trends.
Contribute to the continuous improvement of development processes and tools.

Requirements

1-2 years of experience in Full Stack development, with a strong focus on JavaScript stack technologies.
Bachelor's degree in Computer Science, Engineering, or a related field.
Proficiency in front-end technologies such as HTML5, CSS3, JavaScript, and React.js.
Experience with server-side languages such as Node.js and Express.js or Nest.js.
Solid understanding of database management systems, with hands-on experience in MySQL or PostgreSQL.
Familiarity with Restful APIs and micro services architecture.
Strong problem-solving skills and attention to detail.
Excellent communication and teamwork abilities.
Ability to thrive in a fast-paced, dynamic environment and manage multiple priorities effectively.
Proficiency with ORM Techniques",full stack
Full Stack Developer,iConsultera,N/A,N/A,N/A,"Job Description
Job Description:
Develops both client-side (frontend) and server-side (backend) software components.
Responsibilities:
Build web applications from scratch using front-end and back-end technologies.
Integrate APIs and databases.
Optimize performance and troubleshoot bugs.
Collaborate with designers and product managers.
Key Skills:
HTML/CSS, JavaScript, React, Node.js, MongoDB, Express, Git",full stack
Full Stack Engineer,Growthyfai,N/A,N/A,N/A,"Job Description
Key Responsibilities
Develop and maintain robust, scalable web applications using React (frontend) and Python (backend).
Design and manage cloud infrastructure, primarily on AWS.
Collaborate with designers, product managers, and AI researchers to deliver seamless user experiences.
Write clean, maintainable, and efficient code across the stack.
Stay updated with the latest technologies and trends, particularly in AI, LLMs (Large Language Models), and EdTech.
Contribute to system architecture discussions and help shape technical decisions.
Ensure cross-platform optimization and responsiveness of applications.
Requirements
1-2 years of hands-on experience in full-stack web development.
Proficient in React.js, Python (preferably Flask or FastAPI), and AWS services (EC2, S3, Lambda, etc.).
Strong understanding of REST APIs, databases (SQL/NoSQL), and cloud-native application development.
Passionate about AI, LLMs, and their applications in real-world products. (Prior experience is a huge plus, but not mandatory.)
Strong problem-solving skills and a proactive attitude toward learning new technologies.
Ability to work in a hybrid environment and collaborate effectively with remote and onsite teams.
Excellent communication skills and a startup-ready mindset.

Nice to Have
Exposure to AI/ML tools, libraries, or frameworks (e.g., Hugging Face, LangChain, OpenAI APIs).
Experience with containerization (Docker), serverless architectures, or microservices.
Previous work in EdTech or SaaS platforms.

Why Join Us
Immediate opportunity to work on a revolutionary project that will redefine education using AI and innovative technologies.
Work closely with a team passionate about technology, innovation, and education.
Dynamic and growth-oriented work culture where your ideas matter.
Opportunities for rapid learning and career advancement in emerging tech areas like LLMs and AI-driven platforms.
Hybrid work model promoting flexibility and productivity.",full stack
